causa_morte,descricao_morte,soma_morte
M312,Granuloma da Linha Média Letal,1
M300,Poliarterite Nodosa,1
M244,Deslocamento e Subluxação de Articulação Recidivantes,1
M192,Outras Artroses Secundárias,1
M180,Artrose Primária Bilateral Das Primeiras Articulações Carpometacarpianas,1
M174,Outras Gonartroses Secundárias Bilaterais,1
M163,Outras Coxartroses Displásicas,1
M162,Coxartrose Bilateral Resultante de Displasia,1
M131,Monoartrites Não Classificadas em Outra Parte,1
M128,Outras Artropatias Específicas Não Classificadas em Outra Parte,1
M102,Gota Induzida Por Drogas,1
M082,Artrite Juvenil Com Início Sistêmico,1
M022,Artropatia Pós-imunização,1
M001,Artrite e Poliartrite Pneumocócicas,1
L941,Esclerodermia Linear,1
L82,Ceratose Seborréica,1
L530,Eritema Tóxico,1
L518,Outras Formas de Eritema Multiforme,1
L500,Urticária Alérgica,1
L404,Psoríase Gutata,1
L402,Acrodermatite Contínua,1
L309,Dermatite Não Especificada,1
L128,Outras Formas de Penfigóide,1
L110,Ceratose Folicular Adquirida,1
L081,Eritrasma,1
L043,Linfadenite Aguda de Membro Inferior,1
L042,Linfadenite Aguda de Membro Superior,1
K904,Má-absorção Devida a Intolerância Não Classificada em Outra Parte,1
K902,Síndrome da Alça Cega Não Classificada em Outra Parte,1
K753,Hepatite Granulomatosa Não Classificada em Outra Parte,1
K731,"Hepatite Crônica Lobular, Não Classificada em Outra Parte",1
K634,Enteroptose,1
K620,Pólipo Anal,1
K601,Fissura Anal Crônica,1
K592,Cólon Neurogênico Não Classificado em Outra Parte,1
K511,Ileocolite Ulcerativa (crônica),1
K380,Hiperplasia do Apêndice,1
K313,Espasmo do Piloro Não Classificado em Outra Parte,1
K310,Dilatação Aguda do Estômago,1
K287,Úlcera Gastrojejunal,1
K285,Úlcera Gastrojejunal,1
K267,Úlcera Duodenal,1
K132,"Leucoplasia e Outras Afecções do Epitélio Oral, Inclusive da Língua",1
K131,Mordedura da Mucosa Das Bochechas e Dos Lábios,1
K120,Aftas Bucais Recidivantes,1
K112,Sialadenite,1
K088,Outros Transtornos Especificados Dos Dentes e Das Estruturas de Sustentação,1
J703,Transtornos Pulmonares Intersticiais Crônicos Induzidos Por Droga,1
J701,"Manifestações Pulmonares Crônicas e Outras, Devidas a Radiação",1
J672,Pulmão Dos Criadores de Pássaros,1
J661,Doença Dos Cardadores de Linho,1
J633,Fibrose (do Pulmão) Causada Por Grafite,1
J383,Outras Doenças Das Cordas Vocais,1
J381,Pólipo Das Cordas Vocais e da Laringe,1
J358,Outras Doenças Crônicas Das Amígdalas e Das Adenóides,1
J343,Hipertrofia Dos Cornetos Nasais,1
J340,"Abscesso, Furúnculo e Antraz do Nariz",1
J328,Outras Sinusites Crônicas,1
J321,Sinusite Frontal Crônica,1
J320,Sinusite Maxilar Crônica,1
J311,Nasofaringite Crônica,1
J206,Bronquite Aguda Devida a Rinovírus,1
J050,Laringite Obstrutiva Aguda (crupe),1
J020,Faringite Estreptocócica,1
J011,Sinusite Frontal Aguda,1
J010,Sinusite Maxilar Aguda,1
I861,Varizes Escrotais,1
I846,Plicomas Hemorroidários Residuais,1
I845,Hemorróidas Externas Sem Complicação,1
I842,Hemorróidas Internas Sem Complicações,1
I774,Síndrome de Compressão da Artéria Celíaca,1
I669,Oclusão e Estenose de Artéria Cerebral Não Especificada,1
I512,"Ruptura de Músculo Papilar, Não Classificada em Outra Parte",1
I450,Bloqueio Fascicular Direito,1
I445,Bloqueio do Fascículo Posterior Esquerdo,1
I372,Estenose da Valva Pulmonar Com Insuficiência,1
I371,Insuficiência da Valva Pulmonar,1
I238,Outras Complicações Atuais Subseqüentes ao Infarto Agudo do Miocárdio,1
H812,Neuronite Vestibular,1
H749,Transtorno Não Especificado do Ouvido Médio e da Mastóide,1
H748,Outros Transtornos Especificados do Ouvido Médio e da Mastóide,1
H71,Colesteatoma do Ouvido Médio,1
H652,Otite Média Serosa Crônica,1
H603,Outras Otites Externas Infecciosas,1
H602,Otite Externa Maligna,1
H579,Transtorno Não Especificado do Olho e Anexos,1
H351,Retinopatia da Prematuridade,1
H058,Outros Transtornos da Órbita,1
G937,Síndrome de Reye,1
G904,Disreflexia Autonômica,1
G838,Outras Síndromes Paralíticas Especificadas,1
G834,Síndrome da Cauda Eqüina,1
G821,Paraplegia Espástica,1
G811,Hemiplegia Espástica,1
G723,Paralisia Periódica,1
G720,Miopatia Induzida Por Drogas,1
G718,Outros Transtornos Primários Dos Músculos,1
G702,Miastenia Congênita e do Desenvolvimento,1
G602,Neuropatia Associada a Ataxia Hereditária,1
G588,Outras Mononeuropatias Especificadas,1
G580,Neuropatia Intercostal,1
G508,Outros Transtornos do Nervo Trigêmeo,1
G500,Nevralgia do Trigêmeo,1
G471,Distúrbios do Sono Por Sonolência Excessiva (hipersonia),1
G439,"Enxaqueca, Sem Especificação",1
G361,Leucoencefalite Hemorrágica Aguda e Subaguda (Hurst),1
G251,Tremor Induzido Por Drogas,1
G240,Distonia Induzida Por Drogas,1
G213,Parkinsonismo Pós-encefalítico,1
G212,Parkinsonismo Secundário Devido a Outros Agentes Externos,1
G211,Outras Formas de Parkinsonismo Secundário Induzido Por Drogas,1
G110,Ataxia Congênita Não-progressiva,1
G032,Meningite Recorrente Benigna (Mollaret),1
F919,Transtorno de Conduta Não Especificado,1
F909,Transtorno Hipercinético Não Especificado,1
F88,Outros Transtornos do Desenvolvimento Psicológico,1
F844,Transtorno Com Hipercinesia Associada a Retardo Mental e a Movimentos Estereotipados,1
F803,Afasia Adquirida Com Epilepsia (síndrome de Landau-Kleffner),1
F798,Retardo Mental Não Especificado,1
F739,Retardo Mental Profundo,1
F708,Retardo Mental Leve,1
F701,Retardo Mental Leve,1
F700,Retardo Mental Leve,1
F604,Personalidade Histriônica,1
F519,Transtorno do Sono Devido a Fatores Não-orgânicos Não Especificados,1
F453,Transtorno Neurovegetativo Somatoforme,1
F444,Transtornos Dissociativos do Movimento,1
F439,"Reação Não Especificada a um ""stress"" Grave",1
F432,Transtornos de Adaptação,1
F431,"Estado de ""stress"" Pós-traumático",1
F428,Outros Transtornos Obsessivo-compulsivos,1
F422,"Transtorno Obsessivo-compulsivo, Forma Mista, Com Idéias Obsessivas e Comportamentos Compulsivos",1
F421,Transtorno Obsessivo-compulsivo Com Predominância de Comportamentos Compulsivos (rituais Obsessivos),1
F418,Outros Transtornos Ansiosos Especificados,1
F402,Fobias Específicas (isoladas),1
F388,Outros Transtornos Especificados do Humor (afetivos),1
F340,Ciclotimia,1
F317,"Transtorno Afetivo Bipolar, Atualmente em Remissão",1
F302,Mania Com Sintomas Psicóticos,1
F258,Outros Transtornos Esquizoafetivos,1
F231,"Transtorno Psicótico Agudo Polimorfo, Com Sintomas Esquizofrênicos",1
F180,Transtornos Mentais e Comportamentais Devidos ao Uso de Solventes Voláteis,1
F177,Transtornos Mentais e Comportamentais Devidos ao Uso de Fumo,1
F169,Transtornos Mentais e Comportamentais Devidos ao Uso de Alucinógenos,1
F163,Transtornos Mentais e Comportamentais Devidos ao Uso de Alucinógenos,1
F161,Transtornos Mentais e Comportamentais Devidos ao Uso de Alucinógenos,1
F144,Transtornos Mentais e Comportamentais Devidos ao Uso da Cocaína,1
F143,Transtornos Mentais e Comportamentais Devidos ao Uso da Cocaína,1
F117,Transtornos Mentais e Comportamentais Devidos ao Uso de Opiáceos,1
F116,Transtornos Mentais e Comportamentais Devidos ao Uso de Opiáceos,1
F060,Alucinose Orgânica,1
F050,"Delirium Não Superposto a Uma Demência, Assim Descrito",1
F009,Demência Não Especificada na Doença de Alzheimer,1
E850,Amiloidose Heredofamiliar Não-neuropática,1
E838,Outros Distúrbios do Metabolismo Mineral,1
E832,Distúrbios do Metabolismo do Zinco,1
E805,Síndrome da Crigler-Najjar,1
E803,Defeitos da Catalase e da Peroxidase,1
E771,Defeitos na Degradação Das Glicoproteínas,1
E743,Outros Distúrbios da Absorção Intestinal de Carboidratos,1
E742,Distúrbios do Metabolismo da Galactose,1
E712,Distúrbio Não Especificado do Metabolismo de Aminoácidos de Cadeia Ramificada,1
E708,Outros Distúrbios do Metabolismo de Aminoácidos Aromáticos,1
E701,Outras Hiperfenilalaninemias,1
E672,Síndrome de Megavitamina B6,1
E631,Desequilíbrio de Constituintes da Ingestão de Alimentos,1
E58,Deficiência de Cálcio da Dieta,1
E569,Deficiência Vitamínica Não Especificada,1
E568,Deficiência de Outras Vitaminas,1
E519,Deficiência Não Especificada de Tiamina,1
E500,Deficiência de Vitamina A Com Xerose Conjuntival,1
E341,Outra Hipersecreção de Hormônios Intestinais,1
E329,Doença do Timo Não Especificada,1
E328,Outras Doenças do Timo,1
E321,Abscesso do Timo,1
E320,Hiperplasia Persistente do Timo,1
E318,Outra Disfunção Poliglandular,1
E289,Disfunção Ovariana Não Especificada,1
E282,Síndrome do Ovário Policístico,1
E278,Outros Transtornos Especificados da Supra-renal,1
E268,Outro Hiperaldosteronismo,1
E240,Síndrome de Cushing Dependente da Hipófise,1
E231,Hipopituitarismo Induzido Por Droga,1
E212,Outro Hiperparatireoidismo,1
E168,Outros Transtornos Especificados da Secreção Pancreática Interna,1
E163,Aumento da Secreção de Glucagon,1
E133,Outros Tipos Especificados de Diabetes Mellitus,1
E071,Bócio Disormonogênico,1
E065,Outras Tireoidites Crônicas,1
E060,Tireoidite Aguda,1
E053,Tireotoxicose Causada Por Tecido Tireoidiano Ectópico,1
E051,Tireotoxicose Com Bócio Tóxico Uninodular,1
E02,Hipotireoidismo Subclínico Por Deficiência de Iodo,1
E009,"Síndrome da Deficiência Congênita de Iodo, Não Especificada",1
E000,Síndrome da Deficiência Congênita de Iodo do Tipo Neurológico,1
D892,Hipergamaglobulinemia Não Especificada,1
D862,Sarcoidose do Pulmão Com Sarcoidose Dos Gânglios Linfáticos,1
D820,Síndrome de Wiskott-Aldrich,1
D812,Imunodeficiência Combinada Grave (SCID) Com Números Baixos ou Normais de Células B,1
D811,Imunodeficiência Combinada Grave (SCID) Com Números Baixos de Células T e B,1
D802,Deficiência Seletiva de Imunoglobulina A (IgA),1
D801,Hipogamaglobulinemia Não Familiar,1
D732,Esplenomegalia Congestiva Crônica,1
D681,Deficiência Hereditária de Fator XI,1
D643,Outras Anemias Sideroblásticas,1
D608,Outras Aplasias Puras Adquiridas da Série Vermelha,1
D590,Anemia Hemolítica Auto-imune Induzida Por Droga,1
D588,Outras Anemias Hemolíticas Hereditárias Especificadas,1
D573,Estigma Falciforme,1
D568,Outras Talassemias,1
D552,Anemia Devida a Transtornos Das Enzimas Glicolíticas,1
D551,Anemia Devida a Outros Transtornos do Metabolismo do Glutation,1
D532,Anemia Escorbútica,1
D529,Anemia Por Deficiência de Folato Não Especificada,1
D501,Disfagia Sideropênica,1
D446,Neoplasia de Comportamento Incerto ou Desconhecido do Corpo Carotídeo,1
D412,Neoplasia de Comportamento Incerto ou Desconhecido do Ureter,1
D401,Neoplasia de Comportamento Incerto ou Desconhecido do Testículo,1
D397,Neoplasia de Comportamento Incerto ou Desconhecido de Outros Órgãos Genitais Femininos,1
D357,Neoplasia Benigna de Outras Glândulas Endócrinas Especificadas,1
D355,Neoplasia Benigna do Corpo Carotídeo,1
D353,Neoplasia Benigna do Conduto Craniofaríngeo,1
D351,Neoplasia Benigna da Glândula Paratireóide,1
D301,Neoplasia Benigna da Pelve Renal,1
D299,"Neoplasia Benigna de Órgão Genital Masculino, Não Especificado",1
D297,Neoplasia Benigna de Outros Órgãos Genitais Masculinos,1
D260,Neoplasia Benigna do Colo do Útero,1
D252,Leiomioma Subseroso do Útero,1
D251,Leiomioma Intramural do Útero,1
D250,Leiomioma Submucoso do Útero,1
D236,"Neoplasia Benigna da Pele Dos Membros Superiores, Incluindo o Ombro",1
D223,Nevo Melanocítico de Outras Partes e de Partes Não Especificadas da Face,1
D214,Neoplasia Benigna do Tecido Conjuntivo e Outros Tecidos Moles do Abdome,1
D170,"Neoplasia Lipomatosa Benigna da Pele e do Tecido Subcutâneo da Cabeça, Face e Pescoço",1
D168,"Neoplasia Benigna Dos Ossos Pélvicos, Sacro e Cóccix",1
D163,Neoplasia Benigna Dos Ossos Curtos Dos Membros Inferiores,1
D152,Neoplasia Benigna do Mediastino,1
D141,Neoplasia Benigna da Laringe,1
D135,Neoplasia Benigna Das Vias Biliares Extra-hepáticas,1
D121,Neoplasia Benigna do Apêndice (vermiforme),1
D120,Neoplasia Benigna do Ceco,1
D119,"Neoplasia Benigna da Glândula Salivar Maior, Não Especificada",1
D109,"Neoplasia Benigna da Faringe, Não Especificada",1
D106,Neoplasia Benigna da Nasofaringe,1
D103,Neoplasia Benigna de Outras Partes da Boca e as Não Especificadas,1
D091,Carcinoma in Situ de Outros Órgãos Urinários e os Não Especificados,1
D076,Carcinoma in Situ de Outros Órgãos Genitais Masculinos e os Não Especificados,1
D074,Carcinoma in Situ do Pênis,1
D073,Carcinoma in Situ de Outros Órgãos Genitais Femininos e os Não Especificados,1
D072,Carcinoma in Situ da Vagina,1
D060,Carcinoma in Situ do Endocérvix,1
D042,Carcinoma in Situ da Pele da Orelha e do Conduto Auditivo Externo,1
D037,"Melanoma in Situ Dos Membros Inferiores, Incluindo Quadril",1
D035,Melanoma in Situ do Tronco,1
D033,"Melanoma in Situ de Outras Partes, e de Partes Não Especificadas da Face",1
D021,Carcinoma in Situ da Traquéia,1
D013,Carcinoma in Situ do Ânus e Canal Anal,1
D011,Carcinoma in Situ da Junção Retossigmóide,1
D010,Carcinoma in Situ do Cólon,1
C963,Linfoma Histiocítico Verdadeiro,1
C944,Panmielose Aguda,1
C942,Leucemia Megacarioblástica Aguda,1
C883,Doença Imunoproliferativa do Intestino Delgado,1
C881,Doença de Cadeia Pesada Alfa,1
C752,Neoplasia Maligna do Conduto Craniofaríngeo,1
C630,Neoplasia Maligna do Epidídimo,1
C571,Neoplasia Maligna do Ligamento Largo,1
C543,Neoplasia Maligna do Fundo do Útero,1
C512,Neoplasia Maligna do Clitóris,1
C511,Neoplasia Maligna Dos Pequenos Lábios,1
C478,Neoplasia Maligna Dos Nervos Periféricos e do Sistema Nervoso Autônomo Com Lesão Invasiva,1
C476,Neoplasia Maligna Dos Nervos Periféricos do Tronco,1
C462,Sarcoma de Kaposi do Palato,1
C006,Neoplasia Maligna da Comissura Labial,1
C004,"Neoplasia Maligna do Lábio Inferior, Face Interna",1
C003,"Neoplasia Maligna do Lábio Superior, Face Interna",1
C002,"Neoplasia Maligna do Lábio Externo, Não Especificado",1
C000,Neoplasia Maligna do Lábio Superior Externo,1
B89,Doença Parasitária Não Especificada,1
B881,Tungíase (infestação Pela Pulga da Areia),1
B818,Outras Helmintíases Intestinais Especificadas,1
B80,Oxiuríase,1
B789,Estrongiloidíase Não Especificada,1
B73,Oncocercose,1
B698,Cisticercose de Outras Localizações,1
B673,"Infestações Por Echinmococcus Granulosus, Outras e de Localizações Múltiplas",1
B653,Dermatite Por Cercárias,1
B529,Malária Por Plasmodium Malariae Sem Complicações,1
B500,Malária Por Plasmodium Falciparum Com Complicações Cerebrais,1
B469,Zigomicose Não Especificada,1
B465,Mucormicose Não Especificada,1
B463,Mucormicose Cutânea,1
B442,Aspergilose Amigdaliana,1
B421,Esporotricose Linfocutânea,1
B418,Outras Formas de Paracoccidioidomicose,1
B401,Blastomicose Pulmonar Crônica,1
B400,Blastomicose Pulmonar Aguda,1
B387,Coccidioidomicose Disseminada,1
B382,Coccidioidomicose Pulmonar Não Especificada,1
B374,Candidíase de Outras Localizações Urogenitais,1
B344,Infecção Por Papovavírus de Localização Não Especificada,1
B252,Pancreatite Por Citomegalovírus,1
B231,Doença Pelo HIV Resultando em Linfadenopatias Generalizadas (persistentes),1
B050,Sarampo Complicado Por Encefalite,1
B009,Infecção Não Especificada Devida ao Vírus do Herpes,1
B002,Gengivoestomatite e Faringoamigdalite Devida ao Vírus do Herpes,1
B000,Eczema Herpético,1
A968,Outras Febres Hemorrágicas Por Arenavírus,1
A961,Febre Hemorrágica de Machupo,1
A888,Outras Infecções Virais Especificadas do Sistema Nervoso Central,1
A870,Meningite Por Enterovírus,1
A858,Outras Encefalites Virais Especificadas,1
A839,Encefalite Não Especificada Por Vírus Transmitida Por Mosquitos,1
A811,Panencefalite Esclerosante Subaguda,1
A799,Rickettsiose Não Especificada,1
A70,Infecções Causadas Por Clamídia Psittaci,1
A698,Outras Infecções Especificadas Por Espiroquetas,1
A691,Outras Infecções de Vincent,1
A690,Estomatite Ulcerativa Necrotizante,1
A661,Papilomas Múltiplos e Bouba Plantar Úmida (cravo de Bouba),1
A609,Infecção Anogenital Não Especificada Pelo Vírus do Herpes,1
A590,Tricomoníase Urogenital,1
A549,Infecção Gonocócica Não Especificada,1
A541,"Infecção Gonocócica do Trato Geniturinário Inferior, Com Abscesso Periuretral ou Das Glândulas Acessórias",1
A530,"Sífilis Latente, Não Especificada se Recente ou Tardia",1
A520,Sífilis Cardiovascular,1
A512,Sífilis Primária de Outras Localizações,1
A510,Sífilis Genital Primária,1
A482,Doença Dos Legionários Não-pneumônica (febre de Pontiac),1
A441,Bartonelose Cutânea e Cutâneo-mucosa,1
A440,Bartonelose Sistêmica,1
A439,Nocardiose Não Especificada,1
A431,Nocardiose Cutânea,1
A402,Septicemia Por Streptococcus do Grupo D,1
